Frame Time; FPS
0.108568;9.210826
0.003107;321.833038
0.0006;1665.562988
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.001249;800.895813
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.000565;1769.281982
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.000576;1734.908569
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.000605;1652.622437
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.000841;1188.919556
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
0.0005;1999.999878
